Wall time,Step,Value
1746661417.2225132,42846,15240.30859375
1746661423.2971213,42855,11518.58984375
1746661432.154718,42869,11304.30859375
1746661444.1151478,42887,13685.3486328125
1746661452.7292845,42900,11115.23046875
1746661486.4895751,42951,11853.2451171875
1746661610.218526,43138,13486.1240234375
1746661671.1115284,43231,10804.41015625
1746661672.9520805,43234,14187.615234375
1746661712.8533876,43296,14212.7294921875
1746661846.7734203,43504,12094.208984375
1746661879.6389022,43554,7695.796875
1746661917.4870675,43611,11219.4833984375
1746662031.2543843,43777,12595.111328125
1746662098.1993766,43880,11807.71875
1746662295.6194048,44180,6761.21044921875
1746662344.9210272,44255,9140.818359375
1746662363.620609,44283,7372.27490234375
1746662407.5958169,44349,8758.064453125
1746662416.658876,44363,15340.138671875
1746662448.247134,44413,11406.40234375
1746662480.9727995,44463,8880.5634765625
1746662486.7675543,44472,5713.236328125
1746662494.615531,44484,8056.2470703125
1746662519.9811,44522,10500.6455078125
1746662586.892747,44624,13341.0166015625
1746662644.9816728,44711,13121.6650390625
1746662653.495398,44724,6250.8828125
1746662657.2330494,44730,13880.5625
1746662676.5111115,44761,15320.576171875
1746662814.2450259,44976,10735.23828125
1746662839.805732,45014,9553.388671875
1746662860.4123056,45045,9737.298828125
1746662873.7499657,45065,9889.0166015625
1746663086.2025573,45385,9498.625
1746663113.8383026,45427,12323.294921875
1746663180.4416125,45530,7673.5400390625
1746663206.1796918,45571,6399.1005859375
1746663327.3514276,45757,8872.2431640625
1746663468.8283226,45963,14749.6669921875
1746663476.827675,45975,9015.5234375
1746663494.5532713,46001,7517.4404296875
1746663670.7075052,46274,11335.125
1746663778.7400765,46441,9829.091796875
1746663811.8487282,46492,8443.904296875
1746663819.344789,46504,9753.76953125
1746663888.783556,46610,13036.4248046875
1746663962.0091643,46722,6227.658203125
1746664062.8954985,46874,10952.7568359375
1746664073.7108207,46890,9619.8798828125
1746664086.9078104,46910,6893.48779296875
1746664151.119971,47012,10609.4228515625
1746664154.2770033,47017,11515.177734375
1746664164.2664914,47032,11884.5205078125
1746664166.283558,47035,10072.1474609375
1746664173.6304362,47046,6835.51416015625
1746664184.9056246,47063,11340.822265625
1746664187.5813994,47067,6876.3759765625
1746664198.5052629,47083,14831.2451171875
1746664217.8235536,47112,12996.443359375
1746664248.6680145,47159,6132.94091796875
1746664261.2592773,47178,12273.26171875
1746664343.7683954,47304,11089.2197265625
1746664356.7792437,47324,11893.3759765625
1746664371.9363925,47348,7296.47705078125
1746664441.9652748,47459,16370.9404296875
1746664499.0143404,47546,7028.51416015625
1746664541.715171,47611,7446.9755859375
1746664550.6115375,47625,13175.8994140625
1746664652.0110373,47777,8198.3662109375
1746664803.2673755,47999,9045.5625
1746664883.9461513,48121,7082.6142578125
1746664928.526043,48189,12091.765625
1746664934.2619116,48198,9730.4912109375
1746664965.8665807,48247,6300.8720703125
1746665054.3068771,48385,8762.6943359375
1746665080.0005803,48424,9675.4560546875
1746665136.489513,48510,6889.0185546875
1746665218.6932228,48635,6667.44384765625
1746665258.2784777,48694,12770.5400390625
1746665259.5795162,48696,9628.916015625
1746665273.2695022,48717,7303.115234375
1746665288.9319155,48740,6001.04052734375
1746665356.160831,48843,4041.7333984375
1746665514.1321952,49093,10263.7763671875
1746665521.5800078,49105,6321.30908203125
1746665560.5747983,49165,9939.037109375
1746665583.0428715,49201,8341.2880859375
1746665627.4433138,49268,15432.5849609375
1746665657.1952484,49314,7313.6865234375
1746665688.10216,49361,12864.4541015625
1746665768.8218694,49483,8793.1953125
1746665797.215213,49527,11741.837890625
1746665903.3046432,49691,6842.6220703125
1746665910.2080312,49702,7668.72021484375
1746665941.689093,49752,9391.1162109375
1746666007.736728,49853,15152.037109375
1746666014.837266,49864,15111.6337890625
1746666079.1349237,49961,12577.7568359375
1746666088.4873955,49975,8338.36328125
1746666097.7173908,49989,15143.19140625
1746666117.0124156,50010,14035.796875
1746666148.4743662,50059,9771.7294921875
